compound_id,preferred_name,synonyms
kegg:C19559,"(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol","(1aalpha,2beta,3alpha,11calpha)-1a,2,3,11c-Tetrahydro-6,11-dimethylbenzo[6,7]phenanthro[3,4-b]oxirene-2,3-diol"
kegg:C19560,"Toluene diisocyanates","Toluene diisocyanates"
kegg:C19561,"7-Hydroxymethyl-12-methylbenz[a]anthracene","12-Methylbenz[a]anthracene-7-methanol|7-Hydroxymethyl-12-methylbenz[a]anthracene"
kegg:C19562,"7-Hydroxymethyl-12-methylbenz[a]anthracene sulfate","7-Hydroxymethyl-12-methylbenz[a]anthracene sulfate"
kegg:C19563,"4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone","4-[(Hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone"
kegg:C19564,"4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone","4-(Nitrosoamino)-1-(3-pyridinyl)-1-butanone"
kegg:C19565,"4-Hydroxy-1-(3-pyridinyl)-1-butanone","4-Hydroxy-1-(3-pyridinyl)-1-butanone"
kegg:C19566,"4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone","4-Hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone"
kegg:C19567,"4-Oxo-1-(3-pyridyl)-1-butanone","4-Oxo-1-(3-pyridyl)-1-butanone|gamma-Oxo-3-pyridinebutanal"
kegg:C19568,"N-nitrosomethanamine","N-nitrosomethanamine"
kegg:C19569,"3-Succinoylpyridine","3-Succinoylpyridine"
kegg:C19570,"Ethyl tellurac","Ethyl tellurac"
kegg:C19571,"Polymethylene polyphenyl isocyanate","Polymethylene polyphenyl isocyanate"
kegg:C19572,"Silica","Silica|Silica, amorphous"
kegg:C19573,"Styrene-acrylonitrile copolymer","Styrene-acrylonitrile copolymer"
kegg:C19574,"4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol","4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol|NNAL"
kegg:C19575,"Styrene-butadiene copolymer","Styrene-butadiene copolymer"
kegg:C19576,"Zeolites","Zeolites"
kegg:C19577,"1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol","1-(Methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol"
kegg:C19578,"5-(3-Pyridyl)-2-hydroxytetrahydrofuran","5-(3-Pyridyl)-2-hydroxytetrahydrofuran"
kegg:C19579,"gamma-Hydroxy-3-pyridinebutanoate","gamma-Hydroxy-3-pyridinebutanoate"
kegg:C19580,"alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol","alpha-[3-[(Hydroxymethyl)nitrosoamino]propyl]-3-pyridinemethanol"
kegg:C19581,"alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol","alpha-[3-(Nitrosoamino)propyl]-3-pyridinemethanol"
kegg:C19582,"1-(3-Pyridinyl)-1,4-butanediol","1-(3-Pyridinyl)-1,4-butanediol"
kegg:C19583,"Fusarenone X","Fusarenon-X|Fusarenone X"
kegg:C19584,"Aflatoxicol","AFL|Aflatoxicol"
kegg:C19585,"Aflatoxin Q1","Aflatoxin Q1"
kegg:C19586,"Aflatoxin B1-exo-8,9-epoxide","2,3-Epoxyaflatoxin B1|Aflatoxin B1-exo-8,9-epoxide"
kegg:C19587,"Aflatoxin P1","AFP1|Aflatoxin P1"
kegg:C19588,"Aflatoxin B1 diol","Aflatoxin B1 diol|Aflatoxin B1-2,3-dihydrodiol"
kegg:C19589,"Aflatoxin B1 dialdehyde","Aflatoxin B1 dialdehyde"
kegg:C19590,"6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione","6-[2,3-Dihydroxy-1-(hydroxymethyl)propyl]-1,2-dihydro-7-hydroxy-9-methoxy-cyclopenta[c][1]benzopyran-3,4-dione"
kegg:C19591,"1,2,3,4-Tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal","1,2,3,4-Tetrahydro-alpha,7-dihydroxy-beta-(hydroxymethyl)-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-propanal"
kegg:C19592,"alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde","alpha-(1,2-Dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde"
kegg:C19594,"Aflatoxin-M1-8,9-epoxide","Aflatoxin-M1-8,9-epoxide"
kegg:C19595,"Aflatoxin B1-endo-8,9-epoxide","Aflatoxin B1-endo-8,9-epoxide"
kegg:C19596,"Lipooligosaccharide","LOS|Lipooligosaccharide"
kegg:C19597,"2-Nitrotoluene","2-Nitrotoluene"
kegg:C19598,"Polyurethane foam","Polyurethane foam|Polyurethane foams"
kegg:C19599,"Sodium diethyldithiocarbamate","Ditiocarb sodium|Sodium diethyldithiocarbamate"
kegg:C19602,"4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone","4-(Methylnitrosamino)-1-(1-oxido-3-pyridinyl)-1-butanone|4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanone|NNK-N-oxide"
kegg:C19603,"4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol","4-(Methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol|NNAL-N-oxide"
kegg:C19604,"7,12-Dimethylbenz[a]anthracene 5,6-oxide","7,12-Dimethylbenz[a]anthracene 5,6-oxide|DMBA-5,6-epoxide"
kegg:C19605,"4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide","4-(Methylnitrosamino)-1-(3-pyridyl)-1-butanol glucuronide|NNAL-O-glucuronide"
kegg:C19606,"NNAL-N-glucuronide","NNAL-N-glucuronide"
kegg:C19607,"trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene","trans-5,6-Dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene|trans-DMBA-5,6-dihydrodiol"
kegg:C19608,"Ferritin","Ferritin"
kegg:C19609,"Nickel(2+)","Ni(II)|Ni2+|Nickel(2+)"
kegg:C19610,"Manganese(2+)","Manganese(2+)|Mn(II)|Mn2+"
kegg:C19611,"Manganese(3+)","Manganese(3+)|Mn(III)|Mn3+"
kegg:C19612,"Coriose","Coriose|D-altro-3-Heptulose"
kegg:C19614,"16-Oxo-palmitate","16-Oxo-palmitate"
kegg:C19615,"Hexadecanedioate","Hexadecanedioate"
kegg:C19616,"18-Hydroxyoleate","18-Hydroxyoleate"
kegg:C19617,"18-Oxooleate","18-Oxooleate"
kegg:C19618,"Octadec-9-ene-1,18-dioic-acid","Octadec-9-ene-1,18-dioic-acid"
kegg:C19619,"(+)-Germacrene D","(+)-Germacrene D"
kegg:C19620,"9,10-Epoxy-18-hydroxystearate","9,10-Epoxy-18-hydroxystearate"
kegg:C19621,"9,10,18-Trihydroxystearate","9,10,18-Trihydroxystearate"
kegg:C19622,"9,10-Dihydroxystearate","9,10-Dihydroxystearate"
kegg:C19623,"22-Hydroxydocosanoate","22-Hydroxydocosanoate"
kegg:C19624,"22-Oxo-docosanoate","22-Oxo-docosanoate"
kegg:C19625,"Docosanedioate","Docosanedioate"
kegg:C19630,"Diketone","Diketone"
kegg:C19631,"6-Hydroxy-3-succinoylpyridine","6-Hydroxy-3-succinoylpyridine"
kegg:C19632,"Kojibiose","2-O-alpha-D-Glucopyranosyl-D-glucose|Kojibiose"
kegg:C19633,"Maltulose","4-O-alpha-D-Glucopyranosyl-D-fructose|Maltulose"
kegg:C19634,"Melibiulose","6-O-alpha-D-Galactopyranosyl-D-fructose|Melibiulose"
kegg:C19635,"Scillabiose","6-Deoxy-4-O-beta-D-glucopyranosyl-L-mannose|Scillabiose"
kegg:C19636,"Turanose","3-O-alpha-D-Glucopyranosyl-D-fructose|D-Turanose|Turanose"
kegg:C19637,"Coenzyme M","2,2'-Dithiodiethanesulfonic acid|Coenzyme M"
kegg:C19638,"5alpha-Gonane","5alpha-Gonane"
kegg:C19639,"Gonane","18-Norestrane|Gonane"
kegg:C19640,"5beta-Gonane","5beta-Gonane"
kegg:C19641,"Estrane","19-Norandrostane|Estrane"
kegg:C19642,"5beta-Cholanic acid","5beta-Cholanic acid|Ursocholanic acid"
kegg:C19643,"Scillarenin","3beta,14-Dihydroxy-14beta-bufa-4,20,22-trienolide|Scillarenin"
kegg:C19644,"Stigmastanol","Stigmastanol|beta-Sitostanol"
kegg:C19645,"Acceptor","Acceptor|Aglycon"
kegg:C19646,"Acceptor beta-D-glucuronoside","Acceptor beta-D-glucuronoside"
kegg:C19648,"Pseudotigogenin","(25R)-5alpha-Furost-20(22)-ene-3beta,26-diol|Pseudotigogenin"
kegg:C19649,"Pseudosarsasapogenin","(25S)-5beta-Furost-20(22)-ene-3beta,26-diol|Pseudosarsasapogenin"
kegg:C19650,"Pseudosmilagenin","(25R)-5beta-Furost-20(22)-ene-3beta,26-diol|Pseudosmilagenin"
kegg:C19651,"Ergostanol","(24S)-5alpha-Ergostan-3beta-ol|Ergostanol"
kegg:C19652,"alpha-Ergostenol","5alpha-Ergosta-8(14)-ene-3beta-ol|alpha-Ergostenol"
kegg:C19653,"Lumisterol","9beta,10alpha-Ergosta-5,7,22-trien-3beta-ol|Lumisterol"
kegg:C19654,"gamma-Sitosterol","22,23-Dihydroporiferasterol|gamma-Sitosterol"
kegg:C19655,"Gorgosterol","Gorgost-5-en-3beta-ol|Gorgosterol"
kegg:C19656,"Sarcoaldesterol A","(3beta,5alpha,6beta,11alpha)-Gorgostane-3,5,6,11-tetrol|Sarcoaldesterol A"
kegg:C19657,"Acanthasterol","(3beta,5alpha)-Gorgost-7-en-3-ol|Acanthasterol"
kegg:C19658,"Cardanolide","Cardanolide"
kegg:C19659,"5alpha-Cholane","5alpha-Cholane|Allocholane"
kegg:C19660,"Bufanolide","Bufanolide"
kegg:C19661,"Cholestane","Cholestane"
kegg:C19662,"Spirostan","Spirostan"
kegg:C19663,"Furostan","Furostan"
kegg:C19664,"Ergostane","Ergostane"
kegg:C19665,"5alpha-Campestane","(24R)-24-Methyl-5alpha-cholestane|5alpha-Campestane"
kegg:C19666,"Stigmastane","Stigmastane"
kegg:C19667,"5alpha-Poriferastane","5alpha-Poriferastane"
kegg:C19668,"Gorgostane","Gorgostane"
kegg:C19669,"Thermospermine","Thermospermine"
kegg:C19670,"Oleamide","(Z)-9-Octadecenamide|Oleamide|Oleyl amide"
kegg:C19671,"Amicyanin","Amicyanin"
kegg:C19672,"Reduced amicyanin","Reduced amicyanin"
kegg:C19673,"Malonyl-CoA methyl ester","Malonyl-CoA methyl ester"
kegg:C19674,"D-Arabinitol 1-phosphate","D-Arabinitol 1-phosphate|D-Arabitol 1-phosphate"
kegg:C19675,"(R)-2,3-Dihydroxypropane-1-sulfonate","(R)-2,3-Dihydroxypropane-1-sulfonate"
kegg:C19676,"Germacra-1(10),4,11(13)-trien-12-ol","Germacra-1(10),4,11(13)-trien-12-ol"
kegg:C19677,"Germacra-1(10),4,11(13)-trien-12-al","Germacra-1(10),4,11(13)-trien-12-al"
kegg:C19678,"Germacrene A acid","Germacra-1(10),4,11(13)-trien-12-oate|Germacrene A acid"
kegg:C19679,"L-Sorbosone","1-Dehydro-L-sorbose|L-Sorbosone"
kegg:C19680,"N,N-Dimethyl-4-nitrosoaniline","Accelerine|N,N-Dimethyl-4-nitrosoaniline"
kegg:C19681,"4-(Hydroxylamino)-N,N-dimethylaniline","4-(Dimethylamino)-N-hydroxyaniline|4-(Hydroxylamino)-N,N-dimethylaniline"
kegg:C19682,"3,4-Didehydroadipyl-CoA","3,4-Didehydroadipyl-CoA|cis-3,4-Dehydroadipyl-CoA"
kegg:C19683,"3,4-Didehydroadipyl-CoA semialdehyde","3,4-Didehydroadipyl-CoA semialdehyde|cis-3,4-Dehydroadipyl-CoA semialdehyde"
kegg:C19684,"2,3-Dihydro-2,3-dihydroxybenzoyl-CoA","2,3-Dihydro-2,3-dihydroxybenzoyl-CoA"
kegg:C19685,"Sulfoacetyl-CoA","Sulfoacetyl-CoA"
kegg:C19686,"3-(1-Carboxyvinyloxy)anthranilate","2-Amino-3-[(1-carboxyethenyl)oxy]benzoate|3-(1-Carboxyvinyloxy)anthranilate"
kegg:C19687,"7-Chloro-L-tryptophan","7-Chloro-L-tryptophan"
kegg:C19688,"2-Imino-3-(7-chloroindol-3-yl)propanoate","2-Imino-3-(7-chloroindol-3-yl)propanoate|7-Chlorodehydrotryptophan"
kegg:C19689,"Glutathione amide","Glutathione amide|L-gamma-Glutamyl-L-cysteinylglycinamide"
kegg:C19690,"Glutathione amide disulfide","Glutathione amide disulfide"
kegg:C19691,"Farnesylcysteine","Farnesylcysteine|S-(2E,6E)-Farnesyl-L-cysteine|S-trans-trans-Farnesylcysteine"
kegg:C19692,"Polysulfide","Polysulfide"
kegg:C19693,"Reactive Blue 5","Reactive Blue 5"
kegg:C19694,"D-Alanyl-(R)-lactate","(2R)-2-(D-Alanyloxy)propanoic acid|(R)-2-[(R)-2-Aminopropanoyloxy]propanoic acid|D-Alanyl-(R)-lactate|D-Alanyl-D-lactate"
kegg:C19695,"[beta-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)]n","[beta-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)]n"
kegg:C19696,"[beta-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-6-N-(beta-D-Asp)-L-Lys-D-Ala-D-Ala)]n","[beta-GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-gamma-D-Glu-6-N-(beta-D-Asp)-L-Lys-D-Ala-D-Ala)]n"
kegg:C19697,"Hypochlorous acid","Hypochlorous acid"
kegg:C19698,"3,4-Bis(7-chloroindol-3-yl)pyrrole-2,5-dicarboxylate","3,4-Bis(7-chloroindol-3-yl)pyrrole-2,5-dicarboxylate|Dichlorochromopyrrolate"
kegg:C19699,"Dichloroarcyriaflavin A","Dichloroarcyriaflavin A|Rebeccamycin aglycon"
kegg:C19700,"4'-O-Demethylrebeccamycin","4'-O-Demethylrebeccamycin"
kegg:C19701,"Rebeccamycin","Rebeccamycin"
kegg:C19702,"1-O-(2-Amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol","1-O-(2-Amino-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol"
kegg:C19703,"1-O-[2-(L-Cysteinamido)-2-deoxy-alpha-D-glucopyranosyl]-1D-myo-inositol","1-O-[2-(L-Cysteinamido)-2-deoxy-alpha-D-glucopyranosyl]-1D-myo-inositol|Desacetylmycothiol"
kegg:C19704,"Dinoflagellate luciferin","Dinoflagellate luciferin"
kegg:C19705,"Oxidized dinoflagellate luciferin","Oxidized dinoflagellate luciferin"
kegg:C19706,"cis-3-Hydroxy-L-proline","cis-3-Hydroxy-L-proline|cis-3-Hydroxyproline"
kegg:C19707,"(+)-Columbianetin","(+)-Columbianetin"
kegg:C19708,"5-Epiaristolochene","(+)-5-Epiaristolochene|(+)-5-epi-Aristolochene|5-Epiaristolochene|5-epi-Aristolochene"
kegg:C19709,"[L-Asp(4-L-Arg)]n","Cyanophycin|[L-Asp(4-L-Arg)]n"
kegg:C19710,"[L-Asp(4-L-Arg)]n-L-Asp","[L-Asp(4-L-Arg)]n-L-Asp"
kegg:C19711,"Solavetivol","Solavetivol"
kegg:C19712,"N-Hydroxy-L-phenylalanine","2-(Hydroxyamino)-3-phenylpropanoate|N-Hydroxy-L-phenylalanine"
kegg:C19713,"[L-Asp(4-L-Arg)]n+1","[L-Asp(4-L-Arg)]n+1"
kegg:C19714,"(E)-Phenylacetaldoxime","(E)-Phenylacetaldehyde oxime|(E)-Phenylacetaldoxime"
kegg:C19715,"N,N-Dihydroxy-L-phenylalanine","N,N-Dihydroxy-L-phenylalanine"
kegg:C19716,"N-Hydroxy-L-tryptophan","N-Hydroxy-L-tryptophan"
kegg:C19717,"N,N-Dihydroxy-L-tryptophan","N,N-Dihydroxy-L-tryptophan"
kegg:C19718,"(E)-Indol-3-ylacetaldoxime","(E)-Indol-3-ylacetaldoxime|(E)-Indole-3-acetaldehyde oxime"
kegg:C19719,"D-Alanyl-D-serine","D-Alanyl-D-serine"
kegg:C19720,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-D-lysine","UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-D-lysine"
kegg:C19721,"5-Hydroxypyrrole-2-carboxylate","5-Hydroxypyrrole-2-carboxylate"
kegg:C19722,"[tRNA(Ile2)]-cytidine34","[tRNA(Ile2)]-cytidine34"
kegg:C19723,"[tRNA(Ile2)]-lysidine34","[tRNA(Ile2)]-lysidine34"
kegg:C19724,"Cobyrinate c-monamide","Cobyrinate c-monamide|Cobyrinic acid c-monoamide"
kegg:C19725,"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate","UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate|UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronic acid|UDP-alpha-D-GlcNAc3NAcA"
kegg:C19726,"15beta-Hydroxyprogesterone","15beta-Hydroxypregn-4-ene-3,20-dione|15beta-Hydroxyprogesterone"
kegg:C19727,"5-Hydroxypseudobaptigenin","5,7-Dihydroxy-3',4'-methylenedioxyisoflavone|5-Hydroxypseudobaptigenin"
kegg:C19728,"all-trans-8'-Apo-beta-carotenal","8'-Apo-beta-carotenal|all-trans-8'-Apo-beta-carotenal"
kegg:C19729,"(2E,4E,6E)-2,6-Dimethylocta-2,4,6-trienedial","(2E,4E,6E)-2,6-Dimethylocta-2,4,6-trienedial"
kegg:C19730,"Crocetin dialdehyde","Crocetin dialdehyde"
kegg:C19731,"(3S)-3-Hydroxycyclocitral","(3S)-3-Hydroxycyclocitral"
kegg:C19732,"24-Hydroxy-beta-amyrin","24-Hydroxy-beta-amyrin|Olean-12-ene-3beta,24-diol"
kegg:C19733,"Sophoradiol","Olean-12-ene-3beta,22beta-diol|Sophoradiol"
kegg:C19734,"(-)-alpha-Gurjunene","(-)-alpha-Gurjunene"
kegg:C19735,"(-)-endo-alpha-Bergamotene","(-)-endo-alpha-Bergamotene"
kegg:C19736,"(+)-alpha-Santalene","(+)-alpha-Santalene"
kegg:C19737,"(+)-endo-beta-Bergamotene","(+)-endo-beta-Bergamotene"
kegg:C19738,"(-)-gamma-Cadinene","(-)-gamma-Cadinene"
kegg:C19739,"3'-O-Methyltricetin","3'-O-Methyltricetin|Selagin|Tricetin 3'-methyl ether"
kegg:C19740,"(+)-alpha-Barbatene","(+)-alpha-Barbatene"
kegg:C19741,"(+)-Cubenene","(+)-Cubenene"
kegg:C19742,"(+)-delta-Selinene","(+)-delta-Selinene"
kegg:C19743,"Drimenol","Drimenol"
kegg:C19744,"(+)-Epicubenol","(+)-Epicubenol"
kegg:C19745,"UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate","UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate|UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronic acid|UDP-alpha-D-ManNAc3NAcA"
kegg:C19746,"(3R,6E)-Nerolidol","(3R,6E)-Nerolidol"
kegg:C19747,"Germacrene C","Germacrene C"
kegg:C19748,"(E)-gamma-Bisabolene","(E)-gamma-Bisabolene"
kegg:C19749,"(E)-alpha-Bisabolene","(E)-alpha-Bisabolene"
kegg:C19750,"3,5-Dihydroxybiphenyl","3,5-Biphenyldiol|3,5-Dihydroxybiphenyl|5-Phenylresorcinol"
kegg:C19751,"(S)-beta-Bisabolene","(S)-beta-Bisabolene"
kegg:C19752,"(S)-beta-Macrocarpene","(S)-beta-Macrocarpene"
kegg:C19753,"cis-Muurola-3,5-diene","cis-Muurola-3,5-diene"
kegg:C19754,"cis-Muurola-4(14),5-diene","cis-Muurola-4(14),5-diene"
kegg:C19755,"Patchoulol","Patchoulol"
kegg:C19756,"Presilphiperfolan-8beta-ol","Presilphiperfolan-8beta-ol"
kegg:C19757,"(Z)-3-Hexen-1-ol acetate","(3Z)-Hex-3-en-1-yl acetate|(Z)-3-Hexen-1-ol acetate|cis-3-Hexenyl acetate"
kegg:C19758,"beta-D-Galactosyl-(1->4)-L-rhamnose","beta-D-Galactosyl-(1->4)-L-rhamnose"
kegg:C19759,"7,9,9'-tricis-Neurosporene","7,9,9'-tri-cis-Neurosporene|7,9,9'-tricis-Neurosporene"
kegg:C19760,"(2Z,6Z)-Farnesyl diphosphate","(2Z,6Z)-Farnesyl diphosphate"
kegg:C19761,"1-O-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate","1-O-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol 3-phosphate"
kegg:C19762,"Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside","Cyanidin 3-O-(2-O-beta-D-glucuronosyl)-beta-D-glucoside"
kegg:C19763,"Soyasapogenol B 3-O-D-glucuronide","Soyasapogenol B 3-O-D-glucuronide"
kegg:C19764,"9,15,9'-tricis-zeta-Carotene","9,15,9'-tricis-zeta-Carotene"
kegg:C19765,"15,9'-dicis-Phytofluene","15,9'-dicis-Phytofluene"
kegg:C19766,"5'-Deoxy-5'-fluoroadenosine","5'-Deoxy-5'-fluoroadenosine"
kegg:C19767,"7-(3-Methylbut-2-enyl)-L-tryptophan","7-(3-Methylbut-2-enyl)-L-tryptophan"
kegg:C19768,"5-Deoxy-5-chloroadenosine","5-Deoxy-5-chloroadenosine"
kegg:C19769,"1,6-Anhydro-N-acetyl-beta-muramate","1,6-Anhydro-N-acetyl-beta-muramate"
kegg:C19770,"N-Acetyl-beta-muramate 6-phosphate","N-Acetyl-beta-muramate 6-phosphate"
kegg:C19771,"2'-(5-Triphosphoribosyl)-3'-dephospho-CoA","2'-(5-Triphosphoribosyl)-3'-dephospho-CoA"
kegg:C19772,"alpha-D-Glucopyranosyl-diphospho-ditrans,octacis-undecaprenol","alpha-D-Glucopyranosyl-diphospho-ditrans,octacis-undecaprenol"
kegg:C19773,"3-O-alpha-D-Mannopyranosyl-alpha-D-mannopyranose","3-O-alpha-D-Mannopyranosyl-alpha-D-mannopyranose"
kegg:C19774,"3-O-(6-O-alpha-D-Xylosylphospho-alpha-D-mannopyranosyl)-alpha-D-mannopyranose","3-O-(6-O-alpha-D-Xylosylphospho-alpha-D-mannopyranosyl)-alpha-D-mannopyranose"
kegg:C19775,"Fluoroacetyl-CoA","Fluoroacetyl-CoA|Fluoroacetyl-coenzyme A"
kegg:C19776,"1,2-Diacyl-sn-glycerol 3-diphosphate","1,2-Diacyl-sn-glycerol 3-diphosphate"
kegg:C19777,"L-Homoserine lactone","L-Homoserine lactone"
kegg:C19778,"(R)-Piperazine-2-carboxamide","(R)-Piperazine-2-carboxamide"
kegg:C19779,"beta-Alaninamide","3-Aminopropionamide|beta-Alaninamide|beta-Alanine amide"
kegg:C19780,"(R)-Piperazine-2-carboxylic acid","(R)-2-Piperazinecarboxylate|(R)-Piperazine-2-carboxylic acid"
kegg:C19781,"L-Prolinamide","(S)-Pyrrolidine-2-carboxamide|L-Prolinamide"
kegg:C19782,"(S)-Piperazine-2-carboxamide","(S)-Piperazine-2-carboxamide"
kegg:C19783,"(S)-Piperazine-2-carboxylic acid","(S)-2-Piperazinecarboxylate|(S)-Piperazine-2-carboxylic acid"
kegg:C19784,"1-O-[2-(Acetylamino)-2-deoxy-alpha-D-glucopyranosyl]-D-myo-Inositol","1-(2-Acetamido-2-deoxy-alpha-D-glucopyranosyl)-1D-myo-inositol|1-O-[2-(Acetylamino)-2-deoxy-alpha-D-glucopyranosyl]-D-myo-Inositol"
kegg:C19785,"Streptothricin F","Racemomycin A|Streptothricin F"
kegg:C19786,"streptothricin F acid","streptothricin F acid"
kegg:C19787,"5'-S-Methyl-5'-thioinosine","5'-Deoxy-5'-methylthioinosine|5'-S-Methyl-5'-thioinosine|S-Methyl-5'-thioinosine"
kegg:C19788,"5-Nitroanthranilate","2-Amino-5-nitrobenzoate|5-Nitroanthranilate"
kegg:C19789,"5-Nitrosalicylate","2-Hydroxy-5-nitrobenzoate|5-Nitrosalicylate"
kegg:C19790,"Reduced flavin","Reduced flavin"
kegg:C19791,"2-O-(alpha-D-Glucopyranosyl)-3-phospho-D-glycerate","(2R)-2-(alpha-D-glucopyranosyloxy)-3-(phosphonooxy)propanoate|2-O-(alpha-D-Glucopyranosyl)-3-phospho-D-glycerate"
kegg:C19792,"2-O-(alpha-D-Glucopyranosyl)-D-glycerate","(R)-2-(alpha-D-glucopyranosyloxy)-3-hydroxypropanoate|2-O-(alpha-D-Glucopyranosyl)-D-glycerate"
kegg:C19793,"2-O-[2-O-(alpha-D-Mannopyranosyl)-alpha-D-glucopyranosyl]-3-phospho-D-glycerate","2-O-[2-O-(alpha-D-Mannopyranosyl)-alpha-D-glucopyranosyl]-3-phospho-D-glycerate"
kegg:C19794,"CDP-1L-myo-inositol","CDP-1L-myo-inositol"
kegg:C19795,"1-Hydroxy-1,2-dihydrolycopene","1-Hydroxy-1,2-dihydrolycopene"
kegg:C19797,"4,4'-Diapolycopene","4,4'-Diapolycopene"
kegg:C19798,"4,4'-Diapolycopenedial","4,4'-Diapolycopenedial"
kegg:C19799,"Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate","Bis(1L-myo-inositol)-3,1'-phosphate 1-phosphate"
kegg:C19800,"(3-Phenoxyphenyl)methanol","(3-Phenoxyphenyl)methanol|3-Phenoxybenzenemethanol"
kegg:C19801,"Isomultiflorenol","Isomultiflorenol"
kegg:C19802,"[Protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine","[Protein]-3-O-(N-acetyl-D-glucosaminyl)-L-serine|[Protein]-3-O-(N-acetyl-beta-D-glucosaminyl)-L-serine"
kegg:C19803,"[Protein]-L-threonine","[Protein]-L-threonine"
kegg:C19804,"[Protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine","[Protein]-3-O-(N-acetyl-D-glucosaminyl)-L-threonine|[Protein]-3-O-(N-acetyl-beta-D-glucosaminyl)-L-theronine"
kegg:C19805,"Aminopentol","AP1|Aminopentol"
kegg:C19806,"Propane-1,2,3-tricarboxylate","Propane-1,2,3-tricarboxylate|Tricarballylate"
kegg:C19807,"3',4',5'-O-Trimethyltricetin","3',4',5'-O-Trimethyltricetin|5,7-Dihydroxy-3',4',5'-trimethoxyflavone"
kegg:C19808,"Glucovanillin","Glucovanillin"
kegg:C19809,"(S)-Piperidine-2-carboxamide","(S)-Piperidine-2-carboxamide"
kegg:C19810,"ent-Pimara-9(11),15-diene","ent-Pimara-9(11),15-diene"
kegg:C19813,"threo-3-Hydroxy-D-aspartate","threo-3-Hydroxy-D-aspartate"
kegg:C19814,"Terpentetriene","Terpentetriene"
kegg:C19815,"Terpentedienyl diphosphate","Terpentedienyl diphosphate"
kegg:C19816,"Elisabethatriene","Elisabethatriene"
kegg:C19817,"Phyllocladan-16alpha-ol","Phyllocladan-16alpha-ol"
kegg:C19818,"beta-Phellandrene","beta-Phellandrene"
kegg:C19819,"Cucurbitadienol","Cucurbitadienol"
